"FR01001" 5.804448 49.535 -999
"FR01005" 6.076108 49.324722 6.6
"FR01006" 6.14 49.320831 19
"FR01009" 6.1325 49.271392 12
"FR01011" 6.180833 49.119415 19
"FR01012" 6.223336 49.110275 11
"FR01014" 6.058336 48.915 -999
"FR01015" 6.051392 48.884725 21
"FR01016" 6.093611 48.886364 9.9
"FR01019" 6.160831 49.368611 13
"FR01020" 6.156942 49.358336 17
"FR01022" 6.207225 49.131114 12
"FR02005" 5.051354 43.405 14
"FR02008" 4.982222 43.402222 18
"FR02009" 4.796389 43.400278 17
"FR02013" 4.934167 43.458889 20
"FR02020" 5.219722 43.510556 11
"FR02022" 4.628611 43.675556 23
"FR02026" 5.006389 43.585003 18
"FR02029" 5.114722 43.399583 21
"FR02031" 5.212778 43.419722 -999
"FR03006" 5.397667 43.276328 26
"FR03014" 5.360656 43.348083 16
"FR03021" 5.449572 43.524055 17
"FR03029" 5.441383 43.530277 -999
"FR03030" 5.467106 43.453481 -999
"FR03043" 5.395794 43.306075 20
"FR03062" 5.9277 43.127397 11
"FR03068" 5.921936 43.126786 12
"FR03069" 6.1318 43.119719 10
"FR03080" 4.805081 43.949725 13
"FR03084" 4.857208 43.960158 16
"FR03087" 4.824931 43.937086 15
"FR04002" 2.294722 48.929722 18
"FR04004" 2.346667 48.891667 22
"FR04012" 2.3275 48.827778 31
"FR04023" 2.043056 49.046389 17
"FR04031" 2.311944 48.868889 -999
"FR04034" 2.377222 48.776111 19
"FR04058" 2.356667 48.925278 29
"FR04066" 2.236944 48.364166 21
"FR04098" 2.635278 48.840278 18
"FR04099" 2.484444 48.840556 19
"FR04118" 2.3325 48.870275 19
"FR04122" 2.653611 48.528058 20
"FR04123" 2.390833 48.902222 27
"FR04131" 2.330278 48.873333 19
"FR04143" 2.351111 48.859444 20
"FR04150" 2.240556 48.891389 18
"FR04156" 2.4525 48.902503 -999
"FR04158" 1.866381 49.063086 17
"FR04319" 2.575278 48.955553 16
"FR04322" 1.676111 48.861111 17
"FR05054" 0.165289 49.481086 12
"FR05074" 0.100703 49.489631 13
"FR05078" 0.142706 49.498276 14
"FR06001" 3.50793 50.35856 16
"FR06003" 3.082778 50.366664 18
"FR06006" 3.523611 50.364719 22
"FR06007" 3.973611 50.278336 18
"FR06009" 3.234167 50.175278 18
"FR06011" 3.4 50.3275 21
"FR06022" 3.336389 50.364164 22
"FR06023" 3.55181 50.42029 17
"FR06133" 3.850003 50.09308 21
"FR07004" 3.113833 45.797278 11
"FR07009" 3.0875 45.772167 16
"FR07010" 2.597639 46.343719 15
"FR07011" 2.436778 44.923164 9.8
"FR07022" 3.600664 46.652664 12
"FR07028" 2.829806 45.929333 11
"FR07031" 3.277361 45.104721 11
"FR07034" 3.09625 45.775694 13
"FR07039" 3.062972 45.774778 12
"FR08016" 3.886894 43.591525 13
"FR08018" 3.800817 43.695367 13
"FR08020" 4.088422 43.675764 14
"FR08030" 3.898611 43.609975 14
"FR08614" 4.374219 43.834403 16
"FR08616" 4.361989 43.829889 16
"FR08713" 2.903453 42.684025 13
"FR08714" 2.901389 42.721667 16
"FR09003" -1.153603 46.16256 12
"FR09008" -1.117042 46.135153 13
"FR09015" 0.358583 46.586917 13
"FR09016" 0.099722 45.608822 21
"FR09017" -0.323361 45.694725 13
"FR09019" -0.458889 46.329586 16
"FR09103" 0.167167 45.647417 12
"FR09301" -0.135461 46.824369 11
"FR09302" -0.396042 46.143172 11
"FR09399" -0.465972 46.321747 17
"FR10004" 2.423056 51.051389 22
"FR10007" 2.335556 51.033058 19
"FR10012" 2.250833 51.019164 21
"FR10016" 1.84276 50.9471 15
"FR10026" 1.8425 50.950833 21
"FR10028" 2.143056 50.981664 9.3
"FR10031" 1.6081 50.712472 16
"FR10032" 1.576389 50.693892 13
"FR10034" 2.293056 51.011206 34
"FR10132" 1.9915 50.6105 16
"FR11016" 3.077681 50.671172 -999
"FR11022" 2.885236 50.688733 13
"FR11025" 3.090833 50.629444 17
"FR11027" 3.159958 50.72545 19
"FR11030" 2.839 50.532031 20
"FR11034" 3.18065 50.706537 19
"FR12004" 1.418611 43.575556 11
"FR12020" 0.179722 43.630278 -999
"FR12021" 1.438611 43.623614 11
"FR12026" 2.146111 43.928056 11
"FR12030" 1.443889 43.587219 10
"FR12039" 1.395 43.560836 7.7
"FR12040" 1.406389 43.556944 9
"FR12042" -0.038889 43.096944 15
"FR12047" 1.595833 43.803889 10
"FR12052" 0.062222 43.230278 17
"FR12053" 2.23 43.610556 11
"FR13007" 6.794 47.510306 13
"FR13009" 6.859278 47.640667 12
"FR13011" 6.825861 47.294639 17
"FR13014" 6.157611 47.62 10
"FR14008" 4.63 49.907781 15
"FR14010" 4.051111 49.282219 15
"FR14012" 4.020556 49.224167 14
"FR14013" 4.034142 49.2477 -999
"FR14022" 4.36 48.962222 17
"FR14031" 4.076944 48.301667 16
"FR14033" 4.050278 48.295003 -999
"FR14042" 4.966111 48.645836 8.1
"FR14051" 4.719167 49.745278 18
"FR15017" 5.686964 45.190439 15
"FR15018" 5.58942 45.360176 18
"FR15038" 5.753247 45.182972 15
"FR15039" 5.703764 45.158364 21
"FR15043" 5.735664 45.162178 16
"FR15045" 5.676886 45.057981 12
"FR15046" 5.720053 45.180664 22
"FR15048" 5.882389 45.279908 14
"FR16017" 8.1584 48.9193 15
"FR16029" 7.781628 48.6103 12
"FR16034" 7.745058 48.5903 16
"FR16038" 7.783117 48.5704 20
"FR16040" 7.726308 48.575131 20
"FR16054" 7.350708 48.0747 14
"FR16057" 7.347225 47.7576 10
"FR16060" 7.5683 47.595 12
"FR16066" 7.3088 47.7374 15
"FR17008" 5.556117 47.14725 6.9
"FR17009" 5.496389 47.096722 8.4
"FR17011" 6.029472 47.234906 16
"FR17016" 5.556806 46.671306 21
"FR18019" 2.482167 49.276386 18
"FR18035" 2.239806 49.868889 15
"FR18039" 1.610833 50.129447 -999
"FR18042" 3.284 49.851333 20
"FR18043" 2.474397 49.259553 17
"FR18046" 2.517444 49.297919 18
"FR18049" 3.223342 49.613108 17
"FR18053" 2.304722 49.901667 16
"FR18089" 2.084292 49.435933 14
"FR19002" -1.665861 48.108756 -999
"FR19005" -1.659722 48.088611 18
"FR19008" -1.836667 47.831944 9.3
"FR19012" -4.486817 48.386383 23
"FR19014" -4.467236 48.399647 19
"FR19032" -3.394808 47.7425 15
"FR19033" -2.763889 47.648889 8.8
"FR19061" -2.75 48.516669 -999
"FR20013" 4.818156 45.720025 13
"FR20017" 4.829794 45.735292 17
"FR20019" 4.886214 45.758361 13
"FR20029" 4.845833 45.66386 20
"FR20031" 4.864483 45.707747 18
"FR20037" 4.802536 45.60186 17
"FR20045" 4.980547 45.731825 18
"FR20046" 4.924919 45.778906 15
"FR20047" 4.953958 45.823223 15
"FR20048" 5.072297 45.753528 17
"FR20061" 4.719281 45.986362 13
"FR20062" 4.854214 45.757733 14
"FR21001" -0.391111 49.192219 14
"FR21016" -0.353611 49.175278 13
"FR21019" -0.352778 49.151667 15
"FR21021" 0.227222 49.147225 20
"FR21031" 0.110833 48.445553 14
"FR21035" -1.626667 49.636389 15
"FR21040" -1.084722 49.116389 13
"FR21050" -0.458333 48.645 14
"FR22007" 6.734139 49.165531 -999
"FR22009" 6.716886 49.165725 10
"FR22017" 7.381747 49.125975 -999
"FR22019" 6.925833 49.220364 17
"FR22022" 7.083539 49.118342 4.2
"FR22054" 6.910867 49.187419 17
"FR23068" -1.936619 47.247469 -999
